Time,Right Hand Signal,Head Signal,Strain Gauge Signal
1684299465.7900422,1480.5333333333333,4736.0,61513.6
1684299465.8402967,1480.5333333333333,4622.933333333333,61491.2
1684299465.890166,1526.4,4608.0,61490.13333333333
1684299465.940053,1525.3333333333333,4608.0,61508.26666666667
1684299465.9900465,1524.2666666666667,4528.0,61682.13333333333
1684299466.0400474,1524.2666666666667,4526.933333333333,61685.333333333336
1684299466.0901198,1524.2666666666667,4416.0,61625.6
1684299466.1400385,1525.3333333333333,4376.533333333334,61655.46666666667
1684299466.1900547,1472.0,4376.533333333334,61648.0
1684299466.240035,1473.0666666666666,4414.933333333333,61625.6
1684299466.2901204,1473.0666666666666,4457.6,61662.933333333334
1684299466.340045,1473.0666666666666,4533.333333333333,61633.066666666666
1684299466.390054,1473.0666666666666,4565.333333333333,61654.4
1684299466.4400208,1360.0,4603.733333333334,61524.26666666667
1684299466.4901571,1412.2666666666667,4538.666666666667,61506.13333333333
1684299466.5402343,1415.4666666666667,4524.8,61442.13333333333
1684299466.5900948,1526.4,4587.733333333334,61230.933333333334
1684299466.6401544,1527.4666666666667,4512.0,61277.86666666667
1684299466.6901507,1531.7333333333333,4498.133333333333,61308.8
1684299466.740053,1532.8,4419.2,61293.86666666667
1684299466.790027,1532.8,4423.466666666666,61239.46666666667
1684299466.840036,1529.6,4422.4,61251.2
1684299466.890096,1531.7333333333333,4410.666666666667,61345.066666666666
1684299466.9400666,1476.2666666666667,4424.533333333334,61360.0
1684299466.9900272,1472.0,4464.0,61378.13333333333
1684299467.0403004,1470.9333333333334,4556.8,61222.4
1684299467.0901556,1470.9333333333334,4549.333333333333,61266.13333333333
1684299467.1400716,1468.8,4636.8,61301.333333333336
1684299467.190022,1469.8666666666666,4622.933333333333,61292.8
1684299467.240024,1469.8666666666666,4682.666666666667,61362.13333333333
1684299467.2901115,1523.2,4737.066666666667,61390.933333333334
1684299467.3400407,1522.1333333333334,4661.333333333333,61403.73333333333
1684299467.3900275,1522.1333333333334,4667.733333333334,61612.8
1684299467.440049,1523.2,4667.733333333334,61784.53333333333
1684299467.4901016,1469.8666666666666,4505.6,61906.13333333333
1684299467.5402982,1414.4,4405.333333333333,61929.6
1684299467.590055,1415.4666666666667,4308.266666666666,61867.73333333333
1684299467.6408331,1415.4666666666667,4248.533333333334,61802.666666666664
1684299467.6903892,1363.2,4267.733333333334,61819.73333333333
1684299467.740184,1307.7333333333333,4215.466666666666,62008.53333333333
1684299467.788241,1309.8666666666666,4222.933333333333,62053.333333333336
1684299467.838042,1308.8,4312.533333333334,61846.4
1684299467.8880856,1255.4666666666667,4339.2,61845.333333333336
1684299467.9381933,1304.5333333333333,4363.733333333334,61845.333333333336
1684299467.988081,1302.4,4417.066666666667,61900.8
1684299468.0380006,1253.3333333333333,4486.4,61726.933333333334
1684299468.088076,1253.3333333333333,4398.933333333333,61762.13333333333
1684299468.1379936,1252.2666666666667,4406.4,61717.333333333336
1684299468.1879802,1253.3333333333333,4283.733333333334,61877.333333333336
1684299468.2379782,1254.4,4279.466666666666,61930.666666666664
1684299468.2880363,1254.4,4280.533333333334,61965.86666666667
1684299468.3379936,1307.7333333333333,4274.133333333333,61940.26666666667
1684299468.3881402,1307.7333333333333,4326.4,61940.26666666667
1684299468.438029,1307.7333333333333,4343.466666666666,61820.8
1684299468.4901335,1310.9333333333334,4357.333333333333,61846.4
1684299468.540208,1315.2,4355.2,61868.8
1684299468.5900955,1319.4666666666667,4368.0,61878.4
1684299468.640069,1322.6666666666667,4366.933333333333,61928.53333333333
1684299468.6901104,1376.0,4500.266666666666,61761.066666666666
1684299468.7400355,1323.7333333333333,4454.4,61953.066666666666
1684299468.7904446,1323.7333333333333,4448.0,61944.53333333333
1684299468.839842,1323.7333333333333,4427.733333333334,61933.86666666667
1684299468.889465,1273.6,4473.6,61754.666666666664
1684299468.9393253,1328.0,4526.933333333333,61771.73333333333
1684299468.9900362,1329.0666666666666,4486.4,61713.066666666666
1684299469.0400288,1329.0666666666666,4486.4,61731.2
1684299469.090122,1333.3333333333333,4472.533333333334,61785.6
1684299469.140039,1331.2,4473.6,61760.0
1684299469.1900568,1331.2,4472.533333333334,61813.333333333336
1684299469.2400198,1382.4,4493.866666666667,61665.066666666666
1684299469.2901647,1382.4,4441.6,61630.933333333334
1684299469.3400571,1382.4,4427.733333333334,61687.46666666667
1684299469.390294,1384.5333333333333,4434.133333333333,61671.46666666667
1684299469.4400406,1334.4,4381.866666666667,61817.6
1684299469.4901175,1281.0666666666666,4445.866666666667,61818.666666666664
1684299469.540228,1276.8,4440.533333333334,61661.86666666667
1684299469.5901175,1165.8666666666666,4432.0,61872.0
1684299469.6400836,1164.8,4454.4,61851.73333333333
1684299469.6901376,1160.5333333333333,4454.4,61835.73333333333
1684299469.740045,1367.4666666666667,4440.533333333334,61814.4
1684299469.7900348,1760.0,4434.133333333333,61832.53333333333
1684299469.8400383,2154.6666666666665,4434.133333333333,61805.86666666667
1684299469.8901212,2491.733333333333,4373.333333333333,61753.6
1684299469.940049,2907.733333333333,4368.0,61645.86666666667
1684299469.9900167,3297.0666666666666,4360.533333333334,61648.0
1684299470.0400503,3680.0,4346.666666666667,61851.73333333333
1684299470.0903504,4122.666666666667,4347.733333333334,61819.73333333333
1684299470.1401026,4525.866666666667,4355.2,61661.86666666667
1684299470.1900625,4968.533333333334,4409.6,61463.46666666667
1684299470.2400286,5410.133333333333,4455.466666666666,61270.4
1684299470.2900972,5763.2,4409.6,61435.73333333333
1684299470.3400378,6204.8,4402.133333333333,61429.333333333336
1684299470.3900247,6700.8,4477.866666666667,61345.066666666666
1684299470.440022,7113.6,4466.133333333333,61351.46666666667
1684299470.4900923,7520.0,4473.6,61396.26666666667
1684299470.5402646,7901.866666666667,4513.066666666667,61368.53333333333
1684299470.5900502,8276.266666666666,4494.933333333333,61400.53333333333
1684299470.640143,8653.866666666667,4434.133333333333,61450.666666666664
1684299470.6902099,9028.266666666666,4414.933333333333,61354.666666666664
1684299470.7400663,9394.133333333333,4413.866666666667,61326.933333333334
1684299470.790044,9981.866666666667,4428.8,61309.86666666667
1684299470.8400638,10348.8,4362.666666666667,61437.86666666667
1684299470.8901043,10716.8,4290.133333333333,61384.53333333333
1684299470.9400337,11031.466666666667,4290.133333333333,61283.2
1684299470.9900353,11400.533333333333,4216.533333333334,61127.46666666667
1684299471.0400245,11760.0,4243.2,61236.26666666667
1684299471.0903027,12176.0,4265.6,61052.8
1684299471.1401093,12537.6,4350.933333333333,60938.666666666664
1684299471.1901574,12845.866666666667,4394.666666666667,60843.73333333333
1684299471.240025,13211.733333333334,4398.933333333333,60708.26666666667
1684299471.2901464,13574.4,4433.066666666667,60564.26666666667
1684299471.3400593,13937.066666666668,4428.8,60464.0
1684299471.390058,14298.666666666666,4396.8,60310.4
1684299471.440075,14662.4,4307.2,60311.46666666667
1684299471.4901202,15075.2,4406.4,59977.6
1684299471.540232,15440.0,4460.8,59879.46666666667
1684299471.5900874,15814.4,4539.733333333334,59724.8
1684299471.6400874,16176.0,4599.466666666666,59559.46666666667
1684299471.6901948,16490.666666666668,4558.933333333333,59645.86666666667
1684299471.7400343,16855.466666666667,4649.6,59493.333333333336
1684299471.7900283,17223.466666666667,4704.0,59356.8
1684299471.840027,17579.733333333334,4790.4,59201.066666666666
1684299471.8900888,17944.533333333333,4776.533333333334,59243.73333333333
1684299471.9400687,18249.6,4931.2,59118.933333333334
1684299471.9900386,18613.333333333332,5050.666666666667,59053.86666666667
1684299472.0402925,18976.0,5130.666666666667,58902.4
1684299472.0901718,19330.133333333335,5117.866666666667,58682.666666666664
1684299472.1400638,19741.866666666665,5141.333333333333,58308.26666666667
1684299472.1900423,20153.6,5193.6,57940.26666666667
1684299472.2400472,20513.066666666666,5058.133333333333,57868.8
1684299472.290095,20868.266666666666,5045.333333333333,57673.6
1684299472.3404,21228.8,4955.733333333334,57448.53333333333
1684299472.3904166,21585.066666666666,4942.933333333333,57173.333333333336
1684299472.4400887,21941.333333333332,4929.066666666667,57011.2
1684299472.4901867,22295.466666666667,4957.866666666667,56861.86666666667
1684299472.5402396,22653.866666666665,4936.533333333334,56781.86666666667
1684299472.5900545,23057.066666666666,4918.4,56474.666666666664
1684299472.6403773,23413.333333333332,4980.266666666666,56062.933333333334
1684299472.690168,23768.533333333333,4958.933333333333,55800.53333333333
1684299472.7400715,23910.4,4978.133333333333,55562.666666666664
1684299472.7900727,23868.8,4950.4,55369.6
1684299472.840031,23822.933333333334,5024.0,55225.6
1684299472.8901277,23841.066666666666,5579.733333333334,54857.6
1684299472.940098,23781.333333333332,6138.666666666667,54728.53333333333
1684299472.990063,23749.333333333332,6691.2,54504.53333333333
1684299473.040028,23724.8,7294.933333333333,54242.13333333333
1684299473.0901494,23638.4,7953.066666666667,54021.333333333336
1684299473.1400366,23546.666666666668,8581.333333333334,53987.2
1684299473.190055,23465.6,9264.0,53950.933333333334
1684299473.2400231,23386.666666666668,9920.0,53986.13333333333
1684299473.2900782,23397.333333333332,10643.2,53614.933333333334
1684299473.340039,23319.466666666667,11369.6,53382.4
1684299473.3903458,23187.2,12040.533333333333,53207.46666666667
1684299473.440097,23131.733333333334,12758.4,52988.8
1684299473.4901383,23077.333333333332,13532.8,52728.53333333333
1684299473.5402575,23046.4,14251.733333333334,52585.6
1684299473.5900462,23033.6,14938.666666666666,52334.933333333334
1684299473.6401286,23006.933333333334,15628.8,52102.4
1684299473.6902082,22982.4,16328.533333333333,51836.8
1684299473.7400758,22967.466666666667,16963.2,51702.4
1684299473.7900524,22726.4,17474.133333333335,51542.4
1684299473.8400295,22762.666666666668,18097.066666666666,51227.73333333333
1684299473.8900964,22748.8,18103.466666666667,50964.26666666667
1684299473.9400315,22730.666666666668,18148.266666666666,50900.26666666667
1684299473.9900284,22769.066666666666,18264.533333333333,50732.8
1684299474.0400238,22811.733333333334,18197.333333333332,50425.6
1684299474.090101,22746.666666666668,18177.066666666666,50388.26666666667
1684299474.1400201,22790.4,18160.0,50105.6
1684299474.190002,22832.0,18142.933333333334,49825.066666666666
1684299474.2400494,22817.066666666666,18108.8,49738.666666666664
1684299474.2900808,22805.333333333332,18121.6,49596.8
1684299474.3400517,22740.266666666666,18119.466666666667,49555.2
1684299474.390371,22727.466666666667,18145.066666666666,49446.4
1684299474.4402926,22712.533333333333,18249.6,49332.26666666667
1684299474.4901626,22646.4,18115.2,49490.13333333333
1684299474.540258,22630.4,18074.666666666668,49388.8
1684299474.5900607,22608.0,17974.4,49337.6
1684299474.6401253,22600.533333333333,17907.2,49264.0
1684299474.6901133,22641.066666666666,17843.2,48983.46666666667
1684299474.7400503,22630.4,17750.4,48876.8
1684299474.7901306,22617.6,17682.133333333335,48882.13333333333
1684299474.8400538,22616.533333333333,17609.6,48835.2
